X1	X2	X3	X4	X5	X6	X7	X8	X9	target
40596.13507661651	56531.39928687146	60230.705084496025	68593.45107237277	47642.78604622871	44090.29209311902	60881.79500050043	62991.62098517671	40452.52862391465	540846.704678328
40199.23138736592	34900.61479065534	64687.01435382006	49546.71059963007	48162.66709311109	27219.416637386166	41289.44442657346	53138.41420604565	32238.87361079133	244396.5599900156
28549.305886786617	39107.77290784568	52930.17224546211	63268.97554770609	40967.69014464368	33683.22419911832	34946.159071736154	44676.0763460445	59927.43161792316	446468.23742572736
66320.88869529848	49916.449275922256	1.0	47081.27285081817	30839.90559631866	23939.29934863965	32188.024648646897	53111.95154692297	70477.26936467906	980670.1776036698
40192.0899670777	63927.74330522463	19081.723557357596	59009.910889669256	37237.56148257911	38187.46065242005	29442.386108317383	43071.52764222118	66712.38639991028	747724.8921485723
52817.81440463888	58704.109713998354	44255.25281562917	66481.3980769173	61568.61550300363	33161.35012247339	59847.74738681925	30465.857676764237	59053.63866989312	748225.1094709551
69302.34124587623	63631.72765079699	41089.14147499894	62873.08436296055	36034.06603138158	63435.70447064564	70100.42355218375	69911.1476958806	38737.13799335465	893818.8304854651
50781.61291911185	57892.01659004148	47927.78453354098	62541.77771746382	50826.91680236111	30618.300062514358	36114.11958714854	41650.07137499901	45635.89713809713	505554.780293748
47755.507391192834	65039.86127050907	25938.146512670035	65765.79284679134	50228.35459729892	57360.47925425325	39960.57231537985	22168.572559955148	57748.96469311132	718699.6509325283
80642.15662419892	36494.41642164371	15592.758859042891	51215.57108236168	47350.92446877145	53320.37634815321	42577.24930223464	47693.16045286408	55655.6951844864	796842.9154337726
58339.87454901944	66932.85881560422	52319.46654610785	39568.57893013346	38331.7905430567	61716.262689426665	56454.27235985576	50834.48629533234	51797.627404688414	768823.1384152696
48001.51902361642	56865.4821544887	52800.278014239295	79516.4545132227	27719.00960484558	83724.88687356394	22802.71572461351	48546.99895601345	59060.75265148441	576803.5100533016
47033.14619981671	55238.95007116771	51899.00815444375	29397.886296525696	11143.405197305538	41103.83360400606	32407.524538148395	42318.8817460291	47709.40649271645	687183.1404745228
43502.36267896946	60773.11132857631	54818.62552098872	71823.33686399122	71687.83187925759	48776.37998968701	64113.70854435247	45217.2323405224	63899.45725279131	624202.0858745814
59235.28803516576	81692.81515266525	39699.32355277943	47503.1676680165	46800.93282038498	45032.41300905981	58943.82750600557	22951.07935889141	33739.50716100968	790173.6659903958
35217.68180357976	60041.96688040716	40708.33360651147	21723.420194170256	33630.14213070261	43278.60692052726	73228.680941511	60926.82296711012	29393.88774453823	664162.9121668683
59360.83122184073	46584.89084616737	38690.00529594317	43328.26597211376	76114.55224903215	49633.21518997032	34548.146537601235	65575.63539531514	31161.716949532056	191509.57678479236
36681.00111677119	56794.11474627026	42513.553987315296	49838.82396838156	45091.98131518444	19959.64012853843	41232.42057654261	52822.46541657524	52453.46645158056	554593.4638831887
43794.07776480068	44679.939082710174	59219.69941308217	60316.83022303518	22909.01676717324	41282.22008137452	53512.74839895988	65841.62749806269	39513.92083446259	615156.3814977007
54252.13614905311	54052.44413361885	57668.18913954224	65645.23312008918	51770.26509437571	56997.0519961614	47068.0762865369	82230.53649752657	27177.669912704838	340199.32346455863
52649.15368023727	48729.51237797099	45890.21310804737	40738.27581478098	29397.926373921982	59737.6178755986	56705.88268281719	37142.53909952631	63795.583360666766	883716.6406793693
60103.57177595693	41311.3015296664	42299.32586388449	53221.79395889068	28963.32949925779	73724.8839891563	59960.55305888659	47337.93696124885	50402.93004278199	823914.0272906523
33001.659358465724	57502.39541469772	26771.367438177396	28850.857631550265	35525.398262128416	68777.58879206305	60914.67780549472	55446.85035739416	26352.57737928196	556372.469451188
62946.76041938149	63769.30423521439	38425.90394618646	58676.10893648375	27510.741589206937	64523.18169172762	46010.33392504258	42064.01369606456	66165.07565828176	967742.157515619
61116.49557667692	57892.14744565725	30307.137543137866	64865.54882602856	38089.71388628288	51785.367830503325	82058.95294844743	49520.92368840015	67711.2464744717	1178804.2314369238
92872.45619009396	39224.09378444223	64665.24547113039	69770.90713165217	51500.2639520582	77778.37889491755	53325.25289232099	58001.23272980098	49169.151427095	684238.2247004773
78612.80162202765	69833.6546333613	15772.413203371478	32115.28544763933	37319.468903973866	50261.96489074521	55236.73918211964	38515.76285491182	52868.45080185787	1061659.9603661075
66081.16590094352	79463.40609652278	48815.50306196913	35288.40974937473	45164.73136454201	32082.944790676327	56880.88558823164	27582.911181290758	45360.04361931439	862772.0390312338
51851.18825698029	56708.97755481232	38599.73017110903	63755.870605134725	41034.2035370503	19116.054862240253	46477.07244571012	9822.72405864287	55443.814299709054	818698.8244083544
44360.81687385846	45057.99404526455	23875.508108304763	54668.76080575901	30184.25971133972	31147.592861271085	42874.43580075638	42650.67078496971	41692.16720030743	667581.5578017553
82417.4870716407	37627.23635755367	44059.22008296341	31884.85170605319	36209.438812174645	35265.68614715837	64717.44049937825	44274.77301193684	66463.78172895995	1033157.0352199108
36884.85165905721	48753.21617314924	61602.60440771314	44426.149386910685	52718.999262680765	38238.37254516857	58391.99792500584	63180.598615252144	78495.68623731281	673429.1690964516
29402.660484090982	62144.91174392335	27396.5445564211	66891.43216688465	32028.50181607852	60850.291409406935	62960.95230590378	66255.35493846919	53863.87335103565	810368.1506503752
43228.03985555689	35803.18658642168	43300.93788605239	46667.65841582864	100000.0	60592.02180532081	43062.8894626828	32741.83372664349	20992.43164041564	98510.71899570184
50958.27263811438	70096.9105700915	64512.326434483344	45342.05861569616	35804.20960985834	52052.92317120814	59358.25028587749	65148.24842474789	28026.2621192371	574562.971499566
43008.11605797328	48600.25146644562	58643.532153895525	58965.34117785874	19493.196775856817	54994.75405653784	43381.46223957164	39369.03525255585	59420.97262324512	736601.1904024758
26988.413784976856	51086.8148308803	46630.08372837301	48815.98075120228	22932.29609489189	75166.66645220853	49798.28460441669	76212.43274689533	45978.30987647238	542269.5560251685
59118.6887013892	89047.33254932235	32412.44555689916	46389.78514419466	46116.47133645395	56133.74556270314	51899.655587564455	73642.28848778932	12570.977322517609	562081.4783930047
42842.64233982594	54754.47247580964	69552.68659493192	44719.32711347607	50609.93116407355	49586.74903354616	64045.17667813239	95363.68986457284	41801.806612979926	447923.8392744692
52507.49426028094	34363.06715369779	29367.728800641467	36674.44211598478	50351.19322275032	50948.92311724548	38960.32687030015	54290.13681054826	41557.98067173388	412226.2329953132
76489.70509615954	65820.95317650143	69363.93872217102	25878.381696937788	38891.42188545894	38169.32959620391	57913.41536789506	32846.187575440126	61669.64254139896	925661.3123487536
56068.880016694246	49497.88982633568	44744.66886805323	55785.88806998957	38037.8127108349	35611.274295033574	42546.05734601405	55294.00356335691	59225.43539549743	720272.214371597
64645.96414566282	41829.16934783787	43641.71025159876	64643.03332782789	14759.30680376608	83543.79672935445	44720.06618597657	15807.603647358746	52426.287073533145	894746.5612430293
44687.20537786199	54119.71884408512	49304.79797721443	60199.128437695	19290.041913355093	66745.32614865636	51755.43459348792	75397.64081824057	56838.29811317797	789915.4635850496
46310.03281212998	41538.63106773869	37948.442460162085	36625.31409753025	47854.09010345848	40886.89311106093	28818.07103415664	73136.32119107257	42313.725354988645	316123.2803187488
70191.94084045399	61947.47553151637	62920.34615436159	61920.18498901221	45571.57231900055	85938.88974605316	60113.87313294924	61227.28003542798	30306.45750646047	597514.6309486785
43776.82097797875	54352.13862647187	27347.238890289667	11959.752992654889	50244.57437170093	59518.350045354295	51880.166875829294	17126.7570635829	44577.88152921594	608442.4148619222
70900.09944720444	30187.40222834205	37643.41627785818	34760.385463255254	26828.402363835085	68284.08775732772	42296.46680737993	57255.73394815705	49264.76265432427	702469.4904708896
17987.58905412233	45457.128125297386	35895.82472771923	22267.8912553608	28978.190693000677	18387.500039156275	47935.277812513945	65509.58978830856	67055.87315705577	654234.4006716881
51849.064978875016	76985.09201688063	21537.36590872613	53081.41617799879	27490.696919346883	55622.86272360964	60085.64171122085	43846.01840700224	9828.790887817166	738487.5602221852
46526.698327688	68982.87213375964	42431.99958191735	43218.3618414381	56384.99439118899	56353.51213164578	53126.52208498874	52620.314845642686	49403.97551908036	600726.2494217985
59083.41378337953	76506.28689083153	35338.17692972711	39907.70260979284	39246.79873026756	64386.19910667205	52755.90043342451	41941.02288780768	57903.41150117388	897273.4649809625
50080.06393203068	43092.44297661389	75120.68506646622	50371.97322867024	49034.64692517199	58606.3932746974	49011.17714475724	80824.66759333164	40386.45987090625	323331.1391834649
53452.9331176005	44129.58120072983	16762.157586923702	41933.10532849931	37438.59555717884	51547.89112995477	43905.91505655363	63222.98509127495	40535.520471009615	628715.3389363106
42135.49959498018	58050.62875091559	28531.71189780051	60034.49106070449	20440.03784215316	66192.85755587116	54644.9671954076	55674.492118151786	65142.38329147749	961913.54347454
52366.638974499045	36926.84773331894	25947.140132918565	69290.14045152284	53353.894126102765	66524.69120291407	52702.15064200961	53698.87634650622	23371.54658143051	421340.4510480098
62702.59019711449	78534.51237096926	49156.61240985413	33152.10980433223	68457.61233362813	40236.356485581775	60394.66470669116	78704.37973130036	57030.901287709225	695126.0436913404
62763.31453694015	75019.48573123822	48326.0273749696	72917.40980147236	31995.00613538281	43262.32803562766	38926.64218284731	56695.42480804394	44452.83348436401	748066.51304119
78553.03137494388	55532.020087378805	46417.980034221655	32436.39203773793	37451.92097717572	43888.629548400095	44266.16377958807	73599.43422048057	58588.46743101478	799444.6142399479
63477.94396806015	38853.86254415823	40024.39958584955	53173.5130748203	56483.09939719844	60462.31190780649	38797.007507724375	52632.84840219968	57040.03658271844	524979.9083776417
49342.42399754575	65264.31611371919	38066.82385480793	72686.60581706825	52894.22926056299	48143.384804680194	54318.22254694496	23745.14998551771	32612.463976677147	606696.45305817
44511.54151971374	33544.253898633775	28148.30063500641	33729.65093523782	62703.52803197284	38757.63263410336	50069.30759045966	44545.08138710036	30411.923918693377	330697.09663862624
23514.52530244956	39815.95669881362	71281.45731359399	32100.752030642303	50072.613930737934	65848.02812485887	31958.25751798588	54428.02558955687	64451.90197015137	225136.97749784228
65184.89397101231	31969.94641826334	47437.93493781166	68705.24028346234	40603.97462635504	60976.26251395674	85402.09980161996	49376.16125986481	56053.50467878789	961394.3584070386
56027.0785226791	43392.25198108383	59588.95304060516	53284.81045647356	46959.41613085728	44639.88498970995	50476.61298738017	65620.26104802288	36616.3251981411	458298.54729153065
33915.38024484076	44545.21050973404	50800.96535834613	53406.44188655126	61872.91876246914	52726.29620852818	43809.9576253749	88746.17086944444	48540.23884756482	250331.12886657892
47300.15431165444	58567.21905192134	29286.170131417974	74593.98735923653	37171.37145742123	67776.18547503388	45370.71637038756	54730.18213975045	42355.484948812176	663312.5667313901
42671.63833401584	53561.52082078476	71081.27654066782	51398.75719707021	64101.29591054861	50459.92276674871	42086.90530357217	46887.71790459365	47391.12679634945	293294.06036309444
52715.05876730811	38144.05618404097	58653.76849078555	43536.59733198301	32452.21956009224	47021.85020139641	36451.05021754256	43904.24241540864	55293.973107048994	562929.1511112608
53614.29244901014	59650.47789322808	69831.53908154415	47609.66064910992	51464.434014696286	41760.142322994856	37323.72256718678	40977.19557696181	42605.39705330407	407666.4024512767
71466.84613710793	75908.03194063331	39482.682802512085	54042.33892886445	32937.44336448076	68473.56356392946	57177.17292089835	85126.98614136544	36443.72029094787	832928.6671582607
65662.03005084627	28465.3764519936	43678.10937034934	62517.09740202152	76182.98134721622	42196.06783928895	52699.528980003786	19673.177689565167	13102.012170929362	243136.31479164248
58158.38892323024	54298.92460436505	44379.96838146251	44184.81336966298	39116.70000527136	54410.10641585956	60831.93862773143	40743.49499408127	36591.075980409	715373.3456072432
73098.7475108963	39293.33886550356	37598.07467992692	50778.67191030899	25244.902383074037	59239.519968758126	38930.74219099114	47784.89777034252	43018.821218649005	720527.6060087712
35897.64718845122	66928.01767986247	63068.4909392788	52090.231138529896	62821.91683994002	55591.16407404327	39966.51238746533	57516.00074514261	73706.35712408288	482777.4938574413
56509.58718285427	35838.87239866943	28631.69639134415	73138.01080183382	36817.11488885048	33220.31031031073	55486.17493242952	71922.67045100787	61075.28956869131	834510.2003958975
45959.29254457771	99524.112825317	63125.82812213646	32694.80746041252	50752.13982949781	40191.09362974564	35115.881584964656	27778.97708138417	56653.52952050969	639902.1854657789
42832.16836351388	82445.07785086334	43734.5735017731	65999.13324827707	37579.32582925546	55614.66344990996	52524.22792061917	18173.863184974387	81065.84377765778	1044140.3476731458
22953.35579204064	50662.949476711874	56928.38410975046	56455.6583123375	77619.06705037472	66128.59039406148	39851.22671943278	51677.15279848884	49257.82130570823	108658.81457030356
38925.476011424864	40607.32581302506	22463.920744965108	26810.529018624617	28040.584424108245	52380.19973511431	36714.00816264102	60176.37206225508	50523.644092630944	588551.7232692587
64421.65791594945	51866.78890703938	53470.81740074781	66132.98719473746	72287.4559954615	71343.42997154467	66122.45907122202	76431.21683342586	54481.673893480845	588500.7516093215
33422.26922719468	45387.04314127952	42869.6443643284	54286.86546392361	77273.62434628402	51138.44295993751	63919.76325964131	43595.82334384283	45181.97602275504	371640.67829768447
61007.805911152296	32957.22607025817	59021.781150553565	45488.28516930736	45638.588837203446	70904.17540572905	31534.852933636663	26781.966285989216	40988.649735658895	364869.10612887953
69283.02964390955	27087.559990254234	37547.28163142065	56818.09969328025	32728.178461295003	77342.39841149532	40094.02760106696	50478.10549263982	58562.73037021872	703134.5210641379
84383.40635067444	30673.31580002381	33728.32440711469	52604.54860834672	44810.96429125527	65831.6228528043	34546.495914483094	55757.28343780714	41071.72607975098	561191.2545867627
54918.97084503535	60992.9216488165	45988.262363139045	36244.11706145059	47826.74356441694	32795.021359415485	49503.38562546089	42799.37155091948	89148.08049349634	936919.614829264
49651.07632788166	23543.47858432249	13434.84445551874	53844.28509870425	56717.65351894075	55810.65369844441	50639.1861136648	71512.9234070007	41667.29790847126	448118.1810240845
53979.56868076642	41198.57899375811	52555.55193642848	53601.97969764757	10765.420137464673	62277.48033607905	48120.32831247584	72215.36405735597	33098.177854073	642004.990872443
68051.60290662792	81252.67210064601	50492.9122354489	35813.070426195685	43080.92379374446	54736.64261598607	75599.6066330069	26769.954269691207	68533.23379912315	1170116.959943521
63950.97392439681	75244.68887827989	69446.0049974268	49206.63458275654	11060.543819365506	36810.20126781333	42833.54795813774	46674.24392093424	47091.3477164804	880855.8340362584
36570.133395800745	14361.559582368702	31031.67156866242	69106.67419553788	55201.23785078631	46329.45866224068	48145.70758473309	39159.94509794706	53145.906915582615	438147.7000585271
23788.44343255092	49640.924302482	38484.002345837536	63763.077971488376	36170.20989470935	76508.66192195157	23333.890421568794	74115.42818312171	46529.105372006605	290704.9125417187
43929.50072677744	50859.07964125556	23095.177741889343	39729.64584514174	39646.733791394894	63734.82260963292	51886.661173301385	54583.2139716336	63110.00556966265	768666.1506471836
52310.67665275757	49243.32236185704	29014.370825254708	63342.67895777389	26476.794437912304	62172.62730832425	35276.92195905966	38049.26941284245	27369.057054998902	570732.2483668793
59684.7234838644	44471.39585335639	38855.568143884615	30075.89947589358	45411.45301941045	67510.20802429107	57438.15911140825	75703.09607094552	45317.53634796555	611334.821200255
35931.70397161265	57289.07880533349	68634.86387052975	90190.39734681636	57097.91890382012	57802.10333146818	24786.12254321534	41715.32838057235	37839.92553116569	168783.61318456533
52309.34159040118	47386.99912394436	48909.70353028197	52658.85152876932	64384.45008991969	51661.76975658557	50412.40906881412	44844.837532280966	49110.16662547512	469160.8089875166
50566.96374821473	76691.01051998374	45204.429299847	47705.48364424017	37498.259392843975	45043.69091560509	43340.82312574787	54178.2009658636	52464.53237892615	736684.413878288
44911.08157856552	57009.87347962235	71913.70126838433	44915.58509887089	30520.97820539385	73379.68553199204	74212.30128542487	51264.37954899836	65586.07655850565	887095.5677182707
51798.66257306707	71472.85948227147	30048.481086689997	39952.264503314014	62927.50188952679	49143.022679973896	66541.33020469447	39463.58371465314	49143.58795352395	757754.5755153553
69778.45902494191	46150.04975256948	38598.68503862655	66002.30887335313	38845.36254419626	49766.47643115877	53675.3437012904	64922.6872624292	22574.73917839036	605424.7981805344
52567.94018431939	50906.00993244853	28128.909311943768	59239.03479814969	38684.72716342504	60256.84904278624	34384.244241767934	81243.94002046545	36165.99487310749	475320.8095631021
57246.12730475592	51653.67072886279	60765.04020916275	55603.14560962157	16297.785337356434	32104.17967653087	45997.94186318636	56617.727686043465	49115.67399486725	779876.8896779609
85068.02997223889	47664.66059637637	43484.54613537266	42157.47665914709	50601.83234948153	22177.232495111915	41267.65658417037	32112.4833906491	52075.374152385775	745453.7559104064
32351.10015134306	59983.48357501674	30963.1805348776	47232.54427860777	55002.71614898009	58129.3552738326	65996.35278529828	49762.21848543155	54714.09704426327	685742.3508389434
61999.73285728687	58454.69265142376	63185.3644597496	55352.78419977715	40379.93273248957	51789.93696081849	55573.44422352979	52053.73029878969	50614.28773314431	724453.7631455131
62992.993153941774	75270.36205492842	44649.1147581896	75086.31885579381	25833.9989325362	42807.57312289067	44648.84542708181	49197.60229830734	51285.14200997413	907795.5580807524
58247.4463606174	57877.72886548761	82844.16692626427	59067.5962384252	31380.05902919129	48331.39689040104	25111.95899955112	49791.1250359975	37141.7821617804	385114.5159555512
52761.082100973625	50076.638209679295	61160.646792469546	33263.536659668694	53973.88853400277	28088.516485681823	62429.65225679402	46689.856040768005	69551.12235339306	745193.3112661168
39984.45396488936	55337.33891892147	21132.45306604753	45215.205655523365	24611.164538307163	60868.62268930244	57849.197507827725	20959.50643840163	70558.15113544848	1026428.1450014666
61167.19005686819	53240.97423418675	52586.63022086	78474.55682860588	43437.87709075677	46128.96637421866	69177.62592037754	64612.45940495475	42748.56830544766	767025.3310652834
56988.660100083485	39435.195707142695	34293.81554304454	39431.82354577053	37584.82688512202	41285.11558981628	41238.410491642375	65764.19774246578	32950.25557288732	486536.7360636198
22748.612146583106	51844.478101757726	74749.10839877788	27725.85496242423	16064.510511845776	26037.25508986917	60236.30043277363	70857.82473477683	42083.70177979809	570202.3785194489
74861.94000459563	61671.78304512804	35590.19832785087	45861.82186901841	50841.2047611808	29350.600377778	46557.21476253683	70364.44813588368	16197.039401899165	509638.808207033
44040.85115154378	50529.11403732037	72627.77749144034	48193.698119199325	52746.75802396459	58444.965085551485	35297.77177312699	36255.04790596746	31390.27560881298	209390.2151038244
22551.83417133759	52780.407266871145	39075.95219514334	46666.80645700391	45309.6242870893	54044.74797241079	46467.15140255368	29108.402020707086	57485.77059276596	550957.2165627774
50641.21848929706	72601.00677808729	20413.18606286253	35828.643103560775	49082.61703481391	34209.07695423729	38030.72901813542	43796.4390735568	28929.163595720183	535141.77987871
48690.99811550738	60558.54294563642	41174.71468167318	60854.168725481904	39322.36582009936	46947.9804295718	35437.91661348728	50587.951530901686	37481.89488592036	512449.1095307556
65187.90912685125	72893.59511680003	41523.52156783695	49912.319546112056	33354.53746433771	36714.885209041495	45464.3259492802	57620.33837018093	64076.69544278969	933533.0576763678
36641.905592531526	59587.92095615694	31846.85951103168	52220.44196577634	52253.99002165742	54951.44714991149	53979.45355766855	79403.06979319919	56982.26799691671	605065.6071669193
64008.49194417559	76342.85277553488	26561.125164341614	52688.77711687885	38781.69082377069	24946.492421547297	52991.745800039054	95094.96143448367	21612.519569075364	685858.3306170164
51509.166409835234	50528.41369913177	27581.9051341914	33890.90131895663	54377.80792455384	41103.594064915815	52593.15177536402	35728.051840968714	52780.48918990255	676239.7018030881
49357.71719634078	76144.40709436928	65620.46209034993	51940.7648984247	31311.24021536085	16718.891639808135	29106.996146364403	27188.8960462041	71245.67834460805	790325.0183332772
39625.05422857204	52609.06787194555	47165.20438559628	48765.44898394896	56267.392480529634	54313.53463749414	72504.73163337943	24454.675324244265	48100.24091688882	671532.5141361277
50963.58168981461	48901.22721786023	64410.80914620736	56532.69266799928	63265.31998484685	26253.584094335656	51945.61227001942	66748.11403428303	51257.2238812728	450548.0377715314
60528.19859079483	42481.10882581056	33761.7308773921	35064.474229598505	58571.6692364194	65845.81071721722	48745.67374888358	36091.96338859187	74500.32900860024	731198.486482564
66481.9463522853	62209.29270492851	30484.674566771795	42636.117084336416	63235.81804986454	44530.60553761874	43137.64129225426	34506.84638120516	56520.63728414022	684489.7537691292
42359.67647199242	55777.48175498283	53113.87247105612	49819.02443747465	63909.53296312838	87391.12461167609	38116.58180793837	27062.888747019228	54673.50489860146	366589.8855350724
60715.36864997149	56369.27786893472	38742.34006804541	56308.69042461512	31576.25950724968	51519.63937473499	50416.35843262897	24930.621393611586	65342.8987708019	967274.2381826822
60790.35628546604	82323.92310044539	62908.42699165605	79635.05380717241	39098.662228208006	34130.45940174935	46786.66625921356	52173.70905049037	66861.83094723006	897192.1503839495
75483.40929369049	65373.03243458564	54677.940832225984	54668.00198458238	69194.99758535686	56355.52404803191	37130.3041708656	75726.87642805105	60750.67732478262	538152.6008847436
37280.10822138877	57821.00556985845	63597.53506663248	68471.70325252754	22508.657484104784	34130.08908695137	60793.27228720814	34028.583915060655	46524.26042169482	784059.5721459539
59526.67319097397	70936.49457881003	72773.38825710064	70215.05871416508	51009.62306396857	66445.90637797187	50341.31049378373	51617.54939810005	44569.17167205631	577416.59338003
48038.78188366514	53450.21708288044	37122.11655929229	33695.76468045902	40842.04883924074	54124.57964954204	47849.00767164038	54389.41051927234	39654.49006051543	560919.7439662196
66829.33475106358	76431.09418895727	34070.23159665345	49484.31025795669	21428.27057395842	43614.26855004585	61526.0585482076	43046.71981654314	59865.15095565287	1181774.1764453873
67471.62151507288	51052.71969851087	46960.76942510402	58602.74388840899	36641.76585276921	65603.41614620175	46140.9025223361	37991.420983308046	58261.83227776031	801225.3740498087
24369.87382449892	64660.01246893604	54999.577552821385	36841.42337261392	53685.90857775663	36244.48746298774	49721.22584607154	29099.79902270817	22336.86298331329	281353.1509532028
80393.55328705648	55424.97380523157	39678.8040695497	37917.78744645541	93081.91787173036	32800.74891199958	42806.70860441066	58467.48527238516	59244.19693235307	479597.4703712326
72377.47967472626	45536.1550994502	47132.39979782932	39463.50673373247	80701.35435811813	30985.88146437601	52507.29640069988	62276.484029121566	56369.51215886735	512653.879445802
42736.25984441841	57840.54034855728	49814.103444747365	56504.366434086	31135.10164341027	53125.06418228974	67640.89831089089	59040.72126050942	64823.11045828226	909864.0618236962
51947.59501132905	61270.70455480992	29876.141769246344	46045.17652932637	58418.65831737965	43926.16285960809	71117.97078480563	44215.23653298317	53453.18297289524	819611.289322906
85429.50520287156	70094.14295910204	20528.543104149605	45271.43591203368	66946.81876793569	38608.218791291816	54267.038543128	64738.283997047474	35694.14657180658	724151.7526276746
80711.6999076676	93622.62754431306	44442.3983694352	71752.94893053324	50740.02644006146	57770.95384780048	43945.28940120862	54609.20292972602	58276.77306566087	913137.7595676194
37814.2772568696	68911.44706087386	68310.8651127917	51553.64038781499	44461.0696058727	50960.16496687512	63696.96803616353	34992.18069531361	53664.20764367467	702587.9560103046
61159.50337318407	47525.2295390115	50571.937205582886	85291.701750547	59877.05316290254	49083.82882221844	46033.33772279188	44966.11372843515	68194.965433579	675469.4466283771
53692.145455642894	54637.398961194165	54096.39573107282	19951.93206236312	52341.140770372265	45242.0333553985	37426.93247733166	38223.14140707045	46679.94271429133	444726.3095384147
62441.675737318525	51971.01131211888	28811.80267624212	47124.533467965215	64156.5239818386	79778.99581568646	68705.25818758285	42656.03199939584	32722.724542144813	614778.1620846251
54882.48734171312	49008.26998018064	61832.87078148821	33936.44207495496	35813.59044696082	93999.57556267823	34807.114428329885	27539.84241417804	61314.676159007926	574952.4468685109
62086.8587671585	56325.4810236408	50975.15132820562	38052.079278824975	49757.51999314121	27394.65612079699	46977.88716917359	35401.94409051079	38645.73054653352	582968.5138388723
41764.21210740995	76719.26059629096	38994.30701157292	52927.93857282118	35402.60774451307	11345.263411335469	60048.319144080975	64077.81492750166	45649.97703073429	830260.6134839483
