town_dummy	latitude	longitude	storey	area_sqm	lease_start	lease_rem	resale_price	price_psm	price_psm_yearly	Core_CPI	price_cpi_adj	price_psm_cpi_adj	bala_lease_pct	price_lease_adj_implied	price_psm_lease_adj_implied	price_cpi_lease_adj_implied	price_psm_cpi_lease_adj_implied	year_gni
4	1.32228675	103.9427278	11	82.0	1978	87	60000.0	731.7073171	8.410428932	61.915	96907.04999	1181.793293	93.6	61538.461538461546	750.4690431794874	99391.84614358976	1212.095685128205	22901
1	1.3497445	103.8386818	11	121.0	1985	94	150000.0	1239.669421	13.18797257	62.408	240353.8008	1986.395047	95.4	150943.3962264151	1247.4660840251572	241865.45992452823	1998.888097610063	22901
5	1.43351655	103.831282	11	74.0	1985	94	52000.0	702.7027027	7.475560667000001	61.864	84055.34721	1135.88307	95.4	52327.04402515723	707.1222165534591	84583.99719245284	1143.026988679245	22901
4	1.3556161	103.9546216	5	93.0	1985	94	84000.0	903.2258065	9.608785175	61.915	135669.87	1458.815806	95.4	84528.30188679245	908.9064719496856	136523.1396226415	1467.9907481761004	22901
3	1.328227	103.8538411	2	153.0	1984	93	235000.0	1535.947712	16.515566800000002	61.841	380006.7916	2483.70452	95.2	236974.7899159664	1548.8548356302515	383200.1259831933	2504.575986554621	22901
3	1.31733655	103.8789508	14	59.0	1977	86	47000.0	796.6101695	9.262908948	61.924	75899.4897	1286.4320289999996	93.3	48360.12861736335	819.6631969131832	78095.93795498394	1323.6599655305463	22901
4	1.3293925	103.9117443	2	125.0	1982	91	134000.0	1072.0	11.78021978	61.924	216394.2898	1731.154318	94.8	135696.2025316456	1085.5696202531649	219133.45802531647	1753.0676637974682	22901
6	1.36381795	103.7474076	11	84.0	1986	95	49000.0	583.3333332999998	6.140350877	61.841	79235.45868	943.2792699	95.6	49205.0209205021	585.7740585439328	79566.9877958159	947.226045087866	22901
2	1.2876934	103.8323247	5	29.0	1969	78	7000.0	241.3793103	3.0946065430000003	61.924	11304.17932	389.7992867	90.0	7466.666666666666	257.47126432	12057.791274666668	415.7859058133333	22901
6	1.35783005	103.7479711	2	68.0	1985	94	34000.0	500.0	5.319148936	62.408	54480.19485	801.179336	95.4	34213.83647798742	503.1446540880503	54822.83758490566	806.2181997484278	22901
4	1.327708	103.94082	11	91.0	1978	87	69000.0	758.2417582	8.715422509	61.59	112031.1739	1231.111801	93.6	70769.23076923077	777.6838545641028	114903.76810256412	1262.6787702564102	22901
4	1.3508806	103.9485626	8	81.0	1984	93	47000.0	580.2469136	6.239214125	61.992	75816.23435	936.0028933	95.2	47394.95798319327	585.1229380840335	76453.34556302521	943.8684638319328	22901
2	1.321514	103.762296	11	148.0	1985	94	180000.0	1216.216216	12.93847039	61.699	291738.9261	1971.20896	95.4	181132.07547169807	1223.8653745911952	293573.76211320754	1983.606500628931	22901
4	1.3529378	103.8866838	5	67.0	1981	90	52000.0	776.119403	8.623548922000001	61.59	84429.29047	1260.138664	94.6	52769.55602536998	787.6053138266386	85678.77256997887	1278.7876505708248	22901
2	1.2889378	103.8223959	5	81.0	1975	84	75000.0	925.9259259	11.02292769	61.992	120983.3527	1493.621638	92.6	77753.7796976242	959.9232061166306	125425.50603887688	1548.463037235421	22901
4	1.33119695	103.9312026	5	70.0	1978	87	30050.0	429.2857143	4.934318555	61.915	48534.28087	693.3468696	93.6	30820.512820512817	440.2930403076924	49778.74961025642	711.1249944615387	22901
4	1.34797785	103.9367749	8	73.0	1984	93	49000.0	671.2328767000001	7.217557814	61.59	79558.36987000001	1089.840683	95.2	49411.76470588237	676.8734891092438	80226.92760000001	1098.9990080672271	22901
5	1.3480196000000002	103.7320782	8	94.0	1983	92	85000.0	904.2553191	9.828862165	61.841	137449.2651	1462.226224	95.0	85894.73684210525	913.7737961431578	138896.09946947367	1477.6180789894736	22901
5	1.4318568	103.8344568	2	121.0	1985	94	132000.0	1090.909091	11.60541586	61.864	213371.266	1763.398893	95.4	132830.18867924527	1097.7701544654087	214713.2236477987	1774.4894520754715	22901
5	1.3470030000000002	103.72049090000002	5	74.0	1984	93	54500.0	736.4864865000003	7.919209532000001	61.478	88649.59822999997	1197.967544	95.2	54957.98319327732	742.6754485714289	89394.55283697476	1208.0344981512606	22901
6	1.34795855	103.7535644	14	141.0	1985	94	181000.0	1283.687943	13.65625472	62.408	290026.9196	2056.928508	95.4	182138.36477987425	1291.7614520754714	291850.98827672953	2069.8651652830185	22901
2	1.3102934	103.7605013	8	91.0	1978	87	72000.0	791.2087912000003	9.094353922	61.864	116384.3269	1278.9486470000004	93.6	73846.15384615384	811.4961961025646	119368.54041025642	1311.742202051283	22901
3	1.3264778	103.8855363	5	42.0	1971	80	14500.0	345.23809520000015	4.31547619	62.408	23234.20074	553.1952557	91.0	15296.703296703296	364.2072213098903	24510.805176263737	583.5905994197802	22901
5	1.35331715	103.7259139	11	103.0	1985	94	90000.0	873.7864078	9.295600083	61.915	145360.575	1411.267718	95.4	90566.03773584904	879.281919798742	146274.79245283018	1420.1436155974843	22901
2	1.30889755	103.7886934	8	82.0	1977	86	87500.0	1067.073171	12.40782757	61.864	141439.2862	1724.8693440000006	93.3	90032.15434083602	1097.9531019935691	145532.38451446945	1774.7851771061105	22901
4	1.3558692	103.9482797	2	73.0	1984	93	55000.0	753.4246575	8.101340404	61.59	89300.21107	1223.290563	95.2	55462.18487394958	759.755957142857	90050.63301176473	1233.570315630252	22901
2	1.3019809	103.7957003	8	52.0	1969	78	29000.0	557.6923077	7.149901381	61.864	46877.02056	901.4811647	90.0	30933.333333333336	594.87179488	50002.15526400001	961.5799090133336	22901
5	1.34990615	103.7317351	8	147.0	1985	94	173000.0	1176.870748	12.51990158	61.924	279374.7174	1900.508281	95.4	174088.05031446542	1184.27245081761	281131.7910943396	1912.46116327044	22901
2	1.2876934	103.8323247	8	46.0	1969	78	17500.0	380.43478260000006	4.8773690080000005	61.864	28287.85724	614.9534181	90.0	18666.666666666668	405.79710144000006	30173.71438933333	655.95031264	22901
2	1.30763675	103.7594786	11	68.0	1980	89	44000.0	647.0588235	7.27032386	61.988	70981.48028999999	1043.845298	94.3	44793.2131495228	658.7237227571579	72261.10400678685	1062.6632938282078	22901
4	1.3501088	103.886671	14	74.0	1985	94	64000.0	864.8648649	9.200690052	61.841	103491.2113	1398.529883	95.4	64402.51572327044	870.3042665660378	104142.09942138364	1407.3256684276728	22901
5	1.4346163	103.8266913	2	74.0	1983	92	37300.0	504.0540541	5.478848414	61.699	60454.78857	816.9566024000003	95.0	37692.63157894738	509.3598862484211	61091.15476547369	825.5561455831582	22901
5	1.3468069	103.7312297	5	104.0	1984	93	87000.0	836.5384615	8.995037221	61.699	141007.1476	1355.837958	95.2	87731.09243697478	843.5681964705882	142192.08161344536	1367.2315542857143	22901
3	1.323432	103.8607194	2	59.0	1976	85	45000.0	762.7118644	8.973080758	61.992	72590.01161	1230.3391800000004	92.9	46501.6146393972	788.1629599827769	75012.2832568353	1271.3946316469326	22901
4	1.3472514	103.9522899	5	74.0	1984	93	45000.0	608.1081081	6.5387968610000025	61.915	72680.28749	982.1660472	95.2	45378.1512605042	613.2182602689074	73291.04620840336	990.419543394958	22901
2	1.2978632	103.7971145	2	56.0	1973	82	19200.0	342.8571429	4.181184668999999	61.864	31035.82051	554.2110806	91.8	20078.431372549017	358.5434174117646	32455.76001045752	579.5671431111111	22901
2	1.376702	103.8385078	8	82.0	1981	90	57000.0	695.1219512	7.7235772360000015	61.841	92171.86009	1124.047074	94.6	57843.55179704018	705.4091682367865	93535.92567272726	1140.68202012685	22901
5	1.35318305	103.719181	11	133.0	1985	94	155000.0	1165.413534	12.39801632	61.864	250549.5927	1883.831524	95.4	155974.8427672956	1172.7431788679246	252125.3763018868	1895.6795210062887	22901
4	1.3565882	103.8888075	14	156.0	1984	93	216000.0	1384.615385	14.88833747	61.988	348454.5396	2233.682947	95.2	217815.12605042016	1396.2508084033616	351382.7290084034	2252.453391932773	22901
2	1.2743985	103.81091440000002	8	92.0	1978	87	92000.0	1000.0	11.49425287	61.924	148569.2139	1614.88276	93.6	94358.97435897436	1025.641025641026	152378.68092307693	1656.2900102564106	22901
2	1.299454	103.7989846	5	50.0	1967	76	23000.0	460.0	6.052631579	61.924	37142.30347	742.8460694	89.0	24808.98876404494	496.1797752808989	40063.60823730337	801.2721647460672	22901
2	1.28797955	103.8219434	2	59.0	1975	84	40000.0	677.9661017000002	8.07102502	61.59	64945.60805	1100.773018	92.6	41468.68250539957	702.8590255205187	67330.22000863931	1141.190169848812	22901
2	1.3568011	103.8730185	8	121.0	1985	94	128000.0	1057.85124	11.25373659	61.699	207458.7919	1714.535471	95.4	128805.03144654087	1064.50439245283	208763.56417610063	1725.318712955975	22901
2	1.3049989	103.7635326	11	93.0	1983	92	80000.0	860.2150537999999	9.350163628	61.988	129057.2369	1387.712225	95.0	80842.1052631579	869.2699491031578	130415.73413052633	1402.3197221052633	22901
5	1.3438561000000002	103.7417138	5	68.0	1983	92	33400.0	491.1764706	5.33887468	61.59	54229.58272000001	797.4938635999997	95.0	33751.57894736842	496.3467492378948	54800.42043284212	805.8885358484207	22901
5	1.3418045	103.7361102	23	120.0	1984	93	147000.0	1225.0	13.17204301	61.864	237618.0008	1980.150006	95.2	148235.29411764705	1235.2941176470588	239614.7907226891	1996.7899220168067	22901
2	1.2709197	103.8227725	11	59.0	1976	85	45500.0	771.1864407	9.072781655	61.841	73575.78306	1247.0471699999996	92.9	47018.299246501614	796.9203262346609	76030.9491255113	1288.6601541442406	22901
2	1.3682546	103.8529105	20	119.0	1979	88	130000.0	1092.436975	12.41405653	61.988	209718.0099	1762.336218	94.0	132765.95744680852	1115.6803148936172	214180.0952170213	1799.8327332765955	22901
2	1.3363668	103.8809044	14	103.0	1983	92	110000.0	1067.961165	11.60827353	61.924	177637.1035	1724.632073	95.0	111157.8947368421	1079.2028614736842	179506.96774736838	1742.7860948210523	22901
2	1.3797989	103.8393959	5	93.0	1980	89	73000.0	784.9462366	8.819620635	61.924	117886.4414	1267.596145	94.3	74316.01272534466	799.0969110668083	120011.64766065749	1290.4478252386002	22901
2	1.3047708	103.7993214	5	58.0	1967	76	23000.0	396.55172410000006	5.217785844	61.915	37147.7025	640.4776292	89.0	24808.98876404494	427.7411855460675	40069.43191011236	690.8522741932585	22901
5	1.4324699	103.8328191	11	121.0	1985	94	120000.0	991.7355372000004	10.55037806	61.59	194836.8242	1610.221687	95.4	120754.71698113203	997.9728676226416	196062.21303144653	1620.3488674213834	22901
2	1.2876934	103.8323247	2	28.0	1969	78	10000.0	357.14285710000007	4.578754579	61.699	16207.71812	578.8470755	90.0	10666.666666666668	380.9523809066668	17288.23266133333	617.4368805333334	22901
5	1.343129	103.7389957	8	67.0	1983	92	46900.0	700.0	7.608695652000001	61.699	76014.19796	1134.540268	95.0	47393.68421052631	707.3684210526317	76814.34741221054	1146.482797136842	22901
3	1.30870785	103.8821143	2	68.0	1981	90	68000.0	1000.0	11.11111111	61.59	110407.5337	1623.640201	94.6	69006.34249471457	1014.799154334038	112041.47183086682	1647.6687029175475	22901
1	1.28177045	103.8428944	20	67.0	1974	83	55000.0	820.8955223999999	9.890307499	61.478	89462.8973	1335.267124	92.2	57266.81127982646	854.7285265770064	93150.08829501084	1390.299825422993	22901
4	1.3501823999999998	103.9394142	8	73.0	1984	93	55000.0	753.4246575	8.101340404	61.841	88937.75974	1218.325476	95.2	55462.18487394958	759.755957142857	89685.1358722689	1228.563505210084	22901
4	1.33741765	103.9231391	11	123.0	1980	89	146800.0	1193.495935	13.41006668	61.864	237294.711	1929.225293	94.3	149446.44750795336	1215.0117683987276	241572.55838812303	1964.0045400636268	22901
4	1.3334195	103.9313563	5	67.0	1979	88	46000.0	686.5671642000002	7.801899593	61.924	74284.60694	1108.725477	94.0	46978.723404255325	701.1749762042557	75865.13049191487	1132.3153807659571	22901
4	1.33288635	103.9414152	5	92.0	1979	88	72000.0	782.6086957	8.893280632	61.841	116427.6127	1265.51753	94.0	73531.91489361702	799.2599445446808	118904.79594893615	1292.443434893617	22901
4	1.3509806999999998	103.9526388	5	75.0	1982	91	60700.0	809.3333332999997	8.893772894	61.924	98023.3835	1306.978447	94.8	61468.35443037975	819.5780590379745	99264.1858227848	1323.5224779746836	22901
3	1.318728	103.8742424	23	117.0	1976	85	125000.0	1068.376068	12.56913022	61.915	201889.6875	1725.552884	92.9	129171.15177610332	1104.026937868676	208626.58772874056	1783.1332278148548	22901
2	1.33863125	103.8483927	2	68.0	1970	79	39800.0	585.2941176	7.408786299	61.924	64272.33383	945.1813798	90.5	42218.784530386736	620.8644783381217	68178.38726718232	1002.6233421082876	22901
2	1.3675001	103.8496768	5	73.0	1978	87	36000.0	493.15068489999993	5.668398677000001	61.59	58451.04725	800.6992773	93.6	36923.07692307692	505.7955742564102	59949.792051282064	821.2300280000001	22901
2	1.3700685	103.8446013	8	83.0	1978	87	64800.0	780.7228916	8.97382634	61.59	105211.885	1267.613073	93.6	66461.53846153848	800.7414272820513	107909.62564102565	1300.1159723076926	22901
5	1.34970015	103.710778	11	87.0	1975	84	52000.0	597.7011494	7.115489874	61.915	83986.10999	965.357586	92.6	53909.287257019445	619.6469799395247	87069.83325097192	1000.802680950324	22901
4	1.3572793	103.8919263	8	93.0	1984	93	80000.0	860.2150537999999	9.249624234	61.924	129190.6208	1389.14646	95.2	80672.26890756303	867.4437517310922	130276.25626890756	1400.8199596638651	22901
5	1.42857	103.8317852	11	67.0	1984	93	42500.0	634.3283582	6.820735035	61.59	69004.70856	1029.921023	95.2	42857.142857142855	639.6588486050421	69584.5800605042	1038.575821512605	22901
4	1.32796925	103.9378875	2	67.0	1978	87	46000.0	686.5671642000002	7.8915766	61.699	74555.50332999999	1112.768706	93.6	47179.48717948718	704.1714504615387	76467.1829025641	1141.3012369230769	22901
5	1.44063665	103.7757372	5	65.0	1974	83	28500.0	438.4615385	5.282669138	61.59	46273.74574	711.9037806	92.2	29674.620390455533	456.53262143167024	48180.90662733188	741.2447173275486	22901
4	1.33185805	103.9324605	14	59.0	1978	87	35000.0	593.220339	6.818624586	61.924	56520.89657999999	957.981298	93.6	35897.4358974359	608.431116923077	57970.150338461535	982.5449210256412	22901
2	1.2897988	103.8279217	8	40.0	1969	78	17500.0	437.5	5.608974358999999	61.992	28229.44896	705.736224	90.0	18666.666666666668	466.6666666666666	30111.412224	752.7853056	22901
2	1.3678406	103.8318943	2	67.0	1978	87	47000.0	701.4925373	8.063132612999999	61.478	76450.11224	1141.046451	93.6	48205.12820512821	719.4795254358975	78410.37152820514	1170.3040523076922	22901
2	1.2974734	103.7987532	8	65.0	1971	80	23000.0	353.8461538	4.423076923	61.864	37178.32665	571.9742561	91.0	24263.736263736264	373.2882501626374	39221.091850549456	603.4014130285715	22901
4	1.3460548	103.9410979	8	134.0	1983	92	144000.0	1074.626866	11.6807268	61.915	232576.92	1735.648657	95.0	145515.7894736842	1085.9387277473684	235025.0981052632	1753.918642863158	22901
2	1.2888364	103.8273436	5	51.0	1971	80	23000.0	450.9803922	5.6372549020000005	61.59	37343.72463	732.2298948	91.0	24263.736263736264	475.7595346285715	39395.577631648346	772.4623066021977	22901
2	1.3541864	103.8659161	8	91.0	1985	94	118000.0	1296.703297	13.79471592	61.992	190347.1416	2091.726831	95.4	118742.13836477984	1304.8586636477987	191544.29343396227	2104.8823456603773	22901
3	1.31544805	103.8716576	11	65.0	1975	84	40000.0	615.3846154	7.326007326	61.699	64830.87246000001	997.3980379	92.6	41468.68250539957	637.9797308682506	67211.27166479483	1034.0195641295898	22901
6	1.34708435	103.7536483	8	121.0	1985	94	128000.0	1057.85124	11.25373659	61.59	207825.9458	1717.5698	95.4	128805.03144654087	1064.50439245283	209133.02722012572	1728.3721257861637	22901
3	1.3174807	103.9015475	5	150.0	1985	94	220000.0	1466.666667	15.60283688	61.699	356569.7985	2377.131991	95.4	221383.6477987421	1475.8909856603773	358812.37584905647	2392.082506666666	22901
5	1.34327115	103.7154609	8	122.0	1976	85	80000.0	655.7377048999998	7.714561234	61.864	129315.9188	1059.966547	92.9	82669.53713670612	677.6191568396123	133631.08939504845	1095.3367977610333	22901
2	1.27558415	103.8103623	8	91.0	1978	87	112000.0	1230.769231	14.14677277	61.59	181847.7025	1998.326402	93.6	114871.79487179487	1262.3274164102563	186510.4641025641	2049.5655405128205	22901
3	1.3202385	103.8691335	11	65.0	1981	90	35000.0	538.4615385	5.982905982999999	61.699	56727.0134	872.7232832000003	94.6	35517.97040169133	546.4303139112052	57566.52522621566	885.6388497589854	22901
6	1.34588225	103.7488371	2	73.0	1983	92	57000.0	780.8219177999997	8.487194759	61.924	92048.31729	1260.935853	95.0	57600.0	789.0410958821051	93017.2469456842	1274.2088619789474	22901
5	1.3438561000000002	103.7417138	8	68.0	1983	92	46700.0	686.7647059	7.46483376	61.924	75415.02487000001	1109.044483	95.0	47191.57894736842	693.9938080673683	76208.86723705263	1120.7186354526316	22901
3	1.30373625	103.9114383	11	65.0	1975	84	38000.0	584.6153846	6.95970696	61.59	61698.32765	949.2050408	92.6	39395.24838012959	606.0807442937365	63963.70901079914	984.057061736501	22901
2	1.2943073	103.7997385	5	76.0	1973	82	40000.0	526.3157894999998	6.4184852370000005	61.478	65063.92531000001	856.1042804	91.8	41830.06535947713	550.3955968627449	68040.70620653596	895.2724500915033	22901
2	1.3249451	103.7719241	8	104.0	1984	93	145000.0	1394.230769	14.991728699999998	61.992	233901.1485	2249.049505	95.2	146218.48739495798	1405.9469939495798	235866.7043697479	2267.949080672269	22901
5	1.4415274	103.7732127	2	82.0	1977	86	33000.0	402.4390244	4.679523539	61.992	53232.67518	649.1789657	93.3	33954.98392282958	414.0851698006431	54773.17060321543	667.9654952540193	22901
4	1.3655985000000002	103.8970431	5	93.0	1983	92	80000.0	860.2150537999999	9.350163628	61.988	129057.2369	1387.712225	95.0	80842.1052631579	869.2699491031578	130415.73413052633	1402.3197221052633	22901
5	1.35024475	103.7321402	2	152.0	1984	93	159600.0	1050.0	11.29032258	61.59	259132.9761	1704.822211	95.2	160941.17647058825	1058.8235294117646	261310.5641344537	1719.1484480672268	22901
2	1.3343561000000002	103.8692734	17	74.0	1984	93	72000.0	972.972973	10.46207498	61.864	116384.3269	1572.761175	95.2	72605.04201680674	981.1492164705884	117362.3464537815	1585.9776554621849	22901
2	1.3386775	103.8446739	5	67.0	1970	79	40200.0	600.0	7.594936709	61.988	64851.26153	967.9292766	90.5	42643.09392265193	636.4640883977902	68792.49841856354	1026.7537077745858	22901
5	1.44225885	103.7769386	14	65.0	1976	85	20400.0	313.8461538	3.692307692	61.699	33063.74496	508.6729992	92.9	21080.731969860062	324.31895333476865	34167.056148116266	525.6470174725509	22901
2	1.3664236	103.8590491	8	120.0	1980	89	131000.0	1091.666667	12.2659176	62.408	209908.986	1749.241551	94.3	133361.61187698832	1111.346765980912	213693.1352704136	1780.776128271474	22901
5	1.4327874	103.8394874	5	99.0	1985	94	57000.0	575.7575757999998	6.125080593	61.988	91953.28128	928.8210231	95.4	57358.490566037726	579.3786926289306	92531.60380377356	934.6626647547168	22901
2	1.3799078000000002	103.8424893	2	68.0	1980	89	45600.0	670.5882353	7.534699272999999	61.59	74037.99317999999	1088.794017	94.3	46422.057264050905	682.6773127126194	75372.71840169671	1108.4223290774123	22901
4	1.33166265	103.9122967	8	67.0	1982	91	52500.0	783.5820896	8.610792193	61.841	84895.1343	1267.091557	94.8	53164.55696202532	793.5008502278481	85969.75625316457	1283.1306906329116	22901
6	1.3510006	103.7442176	5	68.0	1984	93	35000.0	514.7058824	5.534471852999999	61.699	56727.0134	834.2207854	95.2	35294.117647058825	519.0311419159664	57203.71099159664	841.2310441008403	22901
4	1.33718775	103.9189068	8	68.0	1980	89	47000.0	691.1764706	7.766027759	61.915	75910.52249	1116.3312130000004	94.3	47847.29586426299	703.6367038981972	77279.00486786851	1136.4559538494173	22901
5	1.43644535	103.7816038	11	91.0	1985	94	70000.0	769.2307692	8.183306056000001	61.59	113654.8141	1248.954001	95.4	70440.25157232705	774.0686985660377	114369.62425157231	1256.809057610063	22901
4	1.3280147	103.9225545	8	132.0	1983	92	142000.0	1075.757576	11.69301713	61.59	230556.9086	1746.643247	95.0	143494.73684210525	1087.081339957895	232983.8234273684	1765.0289653894738	22901
2	1.3364868	103.8588206	11	66.0	1970	79	40000.0	606.0606061000002	7.671653241	61.915	64604.69999	978.8590909	90.5	42430.93922651934	642.8930186254147	68530.95247558011	1038.3477649325966	22901
2	1.3547383999999998	103.8687176	11	105.0	1985	94	117600.0	1120.0	11.91489362	61.478	191287.9404	1821.789909	95.4	118339.62264150946	1127.044025157233	192491.00920754715	1833.2477071698115	22901
3	1.32502685	103.8874697	5	56.0	1969	78	21600.0	385.7142857	4.945054945	61.699	35008.67113	625.1548416	90.0	23040.0	411.42857141333326	37342.58253866667	666.8318310400001	22901
5	1.33845395	103.740423	8	67.0	1983	92	50000.0	746.2686567000003	8.111615834	61.988	80660.77305	1203.892135	95.0	50526.31578947368	754.1241162442108	81509.83381894737	1216.5646837894735	22901
5	1.4367687	103.7823135	5	92.0	1985	94	61000.0	663.0434783	7.053654024	61.841	98640.0608	1072.174574	95.4	61383.64779874214	667.2135630691823	99260.43854088052	1078.9178103144654	22901
2	1.3796794	103.8364942	8	67.0	1980	89	46000.0	686.5671642000002	7.7142377999999985	61.864	74356.6533	1109.800796	94.3	46829.26829268293	698.944302897137	75697.12318981973	1129.8078092895014	22901
5	1.3495431999999998	103.7208076	8	121.0	1985	94	143000.0	1181.818182	12.57253385	61.864	231152.2048	1910.348801	95.4	143899.37106918238	1189.2510007547169	232605.99225157232	1922.363573333333	22901
2	1.273668	103.8364347	14	118.0	1979	88	162000.0	1372.881356	15.6009245	61.992	261324.0418	2214.610524	94.0	165446.8085106383	1402.091597617021	266884.1277957447	2261.729896851064	22901
2	1.310035	103.789976	11	59.0	1977	86	40000.0	677.9661017000002	7.883326763999999	61.992	64524.45477	1093.634827	93.3	41157.55627009647	697.5856994983925	66391.72194983924	1125.2834232797427	22901
2	1.3404649	103.8558675	11	66.0	1970	79	40000.0	606.0606061000002	7.671653241	61.924	64595.31038	978.716824	90.5	42430.93922651934	642.8930186254147	68520.99222629835	1038.196851977901	22901
2	1.3716391	103.8436008	8	92.0	1978	87	72000.0	782.6086957	8.995502249	61.864	116384.3269	1265.047032	93.6	73846.15384615384	802.6755853333334	119368.54041025642	1297.4841353846157	22901
3	1.30373625	103.9114383	5	65.0	1975	84	43000.0	661.5384615	7.875457875	61.59	69816.52866	1074.100441	92.6	44578.83369330453	685.82821062635	72379.98651576674	1113.538254168467	22901
5	1.3399244	103.7407167	11	67.0	1982	91	46900.0	700.0	7.692307692000001	61.864	75811.45739	1131.514289	94.8	47493.670886075946	708.8607594936708	76771.09609113925	1145.8372546835444	22901
2	1.3792227	103.8409886	11	75.0	1980	89	36000.0	480.0	5.393258427	62.408	57684.91219	769.1321625	94.3	36648.99257688229	488.65323435843055	58724.831073594905	782.997747613998	22901
2	1.3758423	103.8531552	5	68.0	1980	89	47200.0	694.1176471	7.799074686	61.59	76635.8175	1126.997316	94.3	48050.901378579	706.6309026680806	78017.37518557796	1147.3143407847294	22901
2	1.33043865	103.8588903	2	66.0	1973	82	37000.0	560.6060606000002	6.836659276000002	61.924	59750.6621	905.3130621	91.8	38692.810457516345	586.2547038954251	62484.35252287582	946.7326139607844	22901
5	1.438451	103.7795693	2	69.0	1985	94	36800.0	533.3333333	5.673758865	61.59	59749.95941	865.9414406999997	95.4	37031.4465408805	536.6876309937107	60125.745318239	871.3876132830185	22901
2	1.3682546	103.8529105	23	119.0	1979	88	110000.0	924.3697479	10.50420168	61.915	177662.925	1492.965756	94.0	112340.42553191492	944.0371893446808	181442.98723404252	1524.7309848510642	22901
2	1.31832615	103.7698988	11	123.0	1979	88	125000.0	1016.260163	11.54841094	61.864	202056.1231	1642.732709	94.0	127659.57446808508	1037.8827196595744	206355.1895489361	1677.6844687659575	22901
3	1.32129935	103.8864608	5	65.0	1975	84	45500.0	700.0	8.333333332999999	61.924	73477.16556000001	1130.417932	92.6	47170.62634989201	725.7019438444925	76175.031250108	1171.9235580129591	22901
