X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	target
457738.3786680175	434287.39273535786	750607.8561399715	788115.462897578	325092.469694915	290151.8032210313	421186.78722566	448582.1194638333	396368.0737216095	530204.0792295963	446637.0771477085	354041.5087164134	336083.8077296203	743750.2602340616	449531.034063473	455361.684371677	242206.18121188867	449261.6052865784	695320.6620991601	-35798831.40906081
124159.2994543614	632943.9487067808	662528.6202030738	666314.3732339962	374496.49688310863	227760.489526352	473640.7611987852	595437.615829283	371475.6044581908	331789.7772105985	629655.8002024792	493762.5857205292	569007.183350621	556949.4622377246	476016.51806198346	509319.9427598596	390912.8663337544	449904.8780016087	373904.1730219842	-31260383.696421657
409133.2472654629	470871.0826391756	248859.5965211732	426012.61076789926	454441.02101086255	287408.6046367457	604263.7961648615	533388.2816749298	548118.2384214213	656867.1815906422	479287.0238486884	411528.0323676434	524008.7008732223	198370.96957535623	484046.2093694158	639213.9729510618	570766.1262276521	440147.58789493487	196204.7125471501	-25024637.372174207
422397.6375406402	344242.96572125104	412240.1240767991	457978.3740403889	587431.9078257149	534972.1711738487	410843.8948074173	615846.1872995133	416585.5616755282	535595.9589732161	623750.6776013778	452664.7379235437	400684.6015977439	627233.857706501	380282.1727837396	459095.56770266144	507906.6379550084	795690.9210092545	639911.969235322	-35569081.49270149
489413.4644990921	648767.971265795	438856.451666701	659834.2976884178	574911.5382283346	414675.2277768675	485251.8391041408	620880.0238548595	322749.5641521546	539393.2095880806	683501.3991920393	613210.949372408	318572.3598171029	593008.020014657	313249.86719081027	548583.6020980637	613372.1032681302	523110.2266027895	369130.00766540907	-36120704.86447195
382665.5828817597	709417.513124926	581400.9958900441	500422.9974036715	615667.311329037	495183.74820780574	614171.6822091107	491573.72186010313	551500.4186016642	343223.08184268314	408991.4362997922	447788.9694580013	428216.5130612489	441941.6845077952	425156.1153913173	282162.7998762823	507005.4714119217	501653.56159242295	279774.8546757628	-34568089.213398755
824818.9420946027	375438.9226906223	468048.9093792007	688377.7215641844	500015.2592427291	448490.4202070005	146516.45681152205	373140.844320405	594995.977399231	795419.7106728835	377217.6504161386	568852.7763653423	863567.20305242	624198.9553070315	634115.752438236	399375.3100297671	635451.1901594254	417733.9342022174	410263.10643825616	-43168127.77202135
676134.4685074715	750580.5383960666	604713.0413468537	651219.8094033872	413942.9221937973	336543.6558548682	613177.9677579999	369317.88325976685	468415.1957684901	667342.0449760193	737273.5534505756	506369.99822773976	389303.49785866006	594133.4445245157	350409.96527894755	492224.9203894807	435761.3442916658	509157.8549453396	559346.6312510036	-40650765.01365501
465033.0001111906	741216.1446747199	492635.76497758686	368862.9389100105	672904.6505562535	614943.0053882037	384842.4984409133	387352.3797675172	572557.0958132771	553111.6742888713	442926.7349960835	687950.1304591715	397446.59279030026	606472.7323374748	661601.521514606	466247.4784789839	202705.00508160703	457539.2367109199	575054.4666933046	-37578479.763912864
524175.9846991715	810466.4282302533	507517.8984357743	620435.7497405526	505791.120711603	370659.62901464914	643197.2120735173	521606.51354429487	635189.0941768562	607929.2213434343	392550.5869057839	690449.6006959114	358059.7943275103	631341.8015508864	676407.7344247057	459126.45283065166	584724.3299347754	567728.5720443389	678338.1257287323	-37749774.5000626
208205.07404793287	349093.1268391231	453631.6723291334	466654.1279660981	621039.331279587	565114.572399107	269179.35438890185	595526.6743069756	538095.4269747162	646344.5192378683	683135.6902023166	521795.8539306143	656985.3899244036	446471.2565091942	368100.6302686673	586524.1793957495	389591.87923796434	549014.5666316772	856182.8854186157	-33345279.69568188
801594.5502136488	466630.41265961085	524897.7539835747	462251.4770287925	561618.3236410524	423600.2895602938	566257.1075090637	603006.93690117	154698.6763514714	511124.94316045486	459176.0605656026	863192.1168827474	602543.7312077723	738101.9388151151	576262.3596398291	532265.2573251761	483388.4388583279	667551.4805872581	818329.5919488892	-37007834.92837352
632550.4075748852	851989.3549432573	355660.93450625835	333433.389613965	574635.658212233	623483.6397199509	521587.4714576211	404347.8193785801	495426.0994197358	642753.387333948	452855.8428729533	625732.2781610402	645564.0985783064	584341.3495257351	495140.1087209879	649265.7543372964	327225.07201669447	381622.8652211757	504003.73812272336	-36083971.957803935
485191.7003395172	702176.2718551687	637340.0484300462	520086.36306420976	703702.6058185908	349253.1078917311	486406.3127935214	580591.474049471	492182.3923505985	522733.83444101055	328862.9335973393	253210.02198587568	596583.6917357094	584706.391011353	623862.1790024851	450881.2735876314	345566.92277848645	513910.1051583808	678689.7306503034	-35180833.500076205
235428.05789894745	312901.2091560926	353924.12094890967	489973.08281501423	495810.7961745741	598396.0295707238	394663.5710182371	681623.4938835762	491301.3098178005	622895.9728036206	435175.7642725578	682496.3048593055	293659.06539417314	404419.3821868716	364809.1606926805	703552.2931285803	406444.6798056868	382492.5464196194	514940.1296123983	-26213019.533867154
181575.16100869165	760206.4504218982	344279.50063948426	472775.676144613	425019.3580656502	597925.9778928143	478864.0932296179	373744.3644852215	577184.4513428078	354134.7338551789	385614.7753263476	249670.2208834033	279999.3949424953	576810.76220567	227079.8010078297	287373.6216216213	436481.9922459632	438198.39878409606	856035.5202090141	-30502451.28942173
552496.9139806196	429135.0025442423	497206.9245275069	635751.0977418273	421342.8863653338	311004.93240881606	341211.20646947925	390061.5968887407	600016.1138183869	358093.692130115	469907.1872955184	627261.1491142042	539926.2909344885	507964.4927762863	525436.0489876173	536147.7449219025	408087.7675595824	483994.1393920132	893970.9484505908	-33306105.10603394
412001.5610287805	430270.80891993793	486903.57144646585	499340.8837986848	417854.3110794441	464100.8562725452	316839.5468342117	687202.3319050933	250001.54151853095	306163.3972039345	584419.9831010151	370216.078563196	410341.95020591584	562731.6656886664	592482.9665969735	484737.4600643687	664475.8730335688	512948.56806455686	731152.1811404017	-28886991.327970386
613776.3996493631	712282.1942942699	423381.2749224655	396963.5170941564	629669.0401870592	549465.2197772176	639752.064443493	784675.4671387015	536380.6602506606	388440.3415581396	526861.7237525395	575062.4465002682	660032.9146880745	531006.6411373101	442385.9105481889	304595.36745762534	506840.67913656624	973785.56700405	510858.7609644061	-40210514.852019735
536238.6947323893	605800.1774900762	701858.0359065065	548552.7829831084	481385.9210120599	435840.2696003505	571179.8977019844	375478.26110934495	490273.9548042979	713558.4801244737	174091.27535802973	754205.5307887768	639585.4450648017	498907.78558784816	574224.136709912	519858.59414020926	594194.0073005522	648244.7531706224	327334.1644217318	-38085006.76507106
731466.6679311772	595825.4872400655	174023.17783766089	380195.8214726629	285172.2560156331	388801.3303670008	510498.8707636756	727253.2542714017	628215.5612131765	514875.2990404502	476918.11753210274	430674.2036741794	635058.7978641934	702644.6681192081	313766.9010682758	249859.3686680764	396022.79512264393	486047.7695783926	585868.4440897515	-34744119.4501546
543435.3973348073	639061.564163681	508242.56094226654	344505.82897340285	323556.1048500121	495256.4104960306	494875.0095301496	293616.13705451775	753663.216361446	572994.5741251936	741345.6704222799	232354.38763298103	687050.3757042285	495802.8080268172	673299.7843461317	553020.4274520531	494790.9704606536	575559.1157661127	479289.3821031146	-36986338.68062452
512022.48881247576	487148.80363780167	757712.7105592173	509054.0473904104	200118.50741270397	155353.65755657287	716433.2532007656	309380.20193911844	430679.92772545206	385090.8936688179	469176.41785484366	595091.2134249293	387225.8618174738	455477.52914185263	599954.841535494	931597.0799130872	505946.4313987265	387222.1018279226	681329.8084065344	-24993837.623414543
317292.6166703436	452984.611911355	310569.68735735834	437381.9823715367	625153.4010328194	504645.3378917012	463174.9871373805	314648.3425396486	635181.9563025016	507725.1024230993	533321.6806124432	415266.3859775179	423335.1518311349	484243.53047415015	314369.1082073043	377151.0278329001	434902.9730269272	554098.2024313256	438952.871609275	-33565872.14278001
456878.495781285	540204.7783825307	383695.3026656195	307590.3938285398	336829.6186037266	281575.05773774086	635884.79489975	229555.9467027781	412531.21580890287	449034.4744587848	472365.7299336196	284372.72098806634	538122.8102593983	399633.7026535874	655754.8719083013	421978.3684706566	424549.0143919696	513528.335183845	583620.2347868654	-26998785.059886035
412539.48264991737	801493.8902352281	501490.13239296776	455485.3602386288	346928.5591350424	367256.867542346	438779.9918404203	585895.5974077615	458630.0759922097	559953.644750083	292520.8439905473	736185.8180789402	376940.5339384024	583717.9128256767	425569.1002169034	469536.51346713264	335166.62138093385	553785.9078380992	392753.977898912	-33743898.53068722
575528.2616847894	678585.5505481594	265444.2753079116	434819.865631473	423039.6762513986	742822.0878546507	631423.4481435311	878732.1818454615	442080.352324121	454855.5174932193	494134.9236521909	732573.4284238223	429384.42827618646	570208.9519584127	512392.4221372934	525551.9455665402	353294.0205523874	494115.1356206236	517481.0942620491	-32294736.26786867
451978.9713756672	450467.82320030127	584982.4508869739	386493.5452158617	711276.0236212705	522139.2226616086	771151.1369290581	525163.7385281674	652457.3147460882	324953.978412759	716762.683709684	637098.816083359	389936.16821541433	660585.0408212092	323608.55521434074	441468.5135236361	327866.44350353983	639617.8572118011	740119.5972408555	-36870543.06397702
479687.5448839219	521225.1149242872	90231.50574837669	743623.8604846133	589857.2757630341	379084.3702172966	755578.1193006289	314048.6693999049	328923.8169045464	231159.1527427117	797842.9734745409	587641.924059664	574205.7516967771	591758.3279967385	578428.8766745063	531594.8825056779	471456.49842779705	527817.2475998244	450695.81914401485	-32595385.97747896
554681.8574706767	600874.2385361195	613059.5474995133	439907.6818187877	550520.966366595	151836.17645265692	434643.12595480174	553806.0975357054	730078.1460842588	819986.2283001671	462946.3532051489	662695.8817043492	460298.7189540554	357795.72145046334	582759.658810683	806199.8836841177	387970.49459675024	388153.2852130747	556052.5422885519	-32027312.87075524
406450.52397398994	543449.9891920061	323175.3950135757	478465.0630771113	360507.4980988528	476728.0733969463	288164.5325344666	744951.5379443959	535393.8238191587	558601.7514874508	622076.2648735605	361565.9213523562	370831.339375373	619836.6967108705	521356.9748432805	406646.7301457671	519719.2450202504	554670.5275719349	624349.5588000007	-33209601.172340613
452089.9008274217	644525.495538453	325752.1310754038	398810.9436387502	603491.2010740328	612579.9734323055	703806.5233261614	723363.9728539182	501538.5258696177	727346.430403375	462968.704005781	666583.7354938586	510387.8415917663	609415.9391810113	557630.0769146285	268020.52335860004	292924.89878635755	527120.6212288169	282569.23472585686	-36847380.49258402
650021.8595985947	497850.3882754775	364575.65652446426	615696.9759106578	713524.043493922	334352.04726065614	354369.2204177369	559847.6415780134	605073.549226095	515312.368791756	622581.9728252422	443199.2289121418	182455.62880053563	503284.8872513651	507761.12746778526	476160.7359891831	288512.1176268365	263141.3685460584	465425.26593657467	-33720713.70655724
342978.3191679424	492139.1593014959	495158.7635408614	524203.7681934511	417584.1576565442	475712.55682287086	770878.9173017499	387130.1147479295	507232.0275114138	628816.7728466669	365230.0875334558	626294.7241500841	291963.7106128336	632463.5563663802	505009.9660909037	297041.6059600614	524789.6360323504	389721.6616944285	521656.9202897503	-32496398.43416553
533909.2553417282	529562.5524462742	418356.7355657473	621604.2018735488	677748.2736042872	419975.3917791581	350691.3562166041	554275.6012435394	687767.2684112269	378558.83884842927	589938.7646948566	427841.9193185111	337482.4247082265	668671.428289226	589028.1475953502	495512.3068066804	537821.9341415795	607074.2064653196	313902.39238258085	-38157336.90998512
362335.73998260254	620140.6567479415	410260.7738677171	376749.49701859226	461827.4232061608	598462.7862311854	440776.0986419119	518139.2059890651	513792.9623773422	285437.0801862432	286603.0666355834	588186.6610341163	377005.5843177479	683993.479426647	632832.927892432	632008.9969188442	669671.6842871807	501574.3194150771	646688.4562593771	-29128866.27194153
307576.0292681975	857039.562429904	511570.7334134072	539882.198087508	352071.7622555174	492808.0470573042	681371.6999735964	557982.4278828823	532391.0102626134	550428.2733071214	301153.002805671	349871.50428044086	646216.0056173778	662703.5096051195	641617.5508018758	390487.21257324977	416620.314818588	682527.9663305833	354051.34756306	-36255649.71067584
351479.2258535812	504243.2389622162	24540.03756572323	445370.215867044	490322.4135839081	698132.1485158798	444656.1936955757	500052.5246405225	499787.866139684	473940.4171934702	628909.2663525115	265534.52770259103	641591.0810062153	553571.7853527858	679181.0975886766	89066.42995821232	125007.05668338548	472827.2133592934	624405.3754429761	-33489244.243124098
467636.3391396359	470908.7715734601	531684.529005829	302778.9941340692	476417.8583214061	556664.4439666743	429792.2444259151	421083.7375089182	393967.7428742667	519099.3576907441	144493.76563244598	438208.0938133908	615632.0328592712	594550.4801825833	557149.861004263	233094.18832471748	383777.7608265299	497061.8335938977	617928.7116644352	-32526087.829287056
363792.8301018865	476795.6554533194	148038.94458978274	507623.2545525266	731231.260863404	309304.2045034505	557829.4473141545	652307.9547746597	673686.7847687867	739589.5648241324	224556.3854228907	611554.6236895924	268475.06850286905	433176.2777379528	612667.4002204497	544120.4956799139	529738.5074933758	385144.9771977344	775231.3241875004	-26263600.09147088
509147.0046693184	432648.172285395	495024.4030485098	185891.56089749408	573848.1373187094	154870.31170335054	698847.0106699411	595927.3852253439	470154.6899185572	637728.7657740038	363636.9029290214	551621.2965183817	593322.6484128026	177367.27313111685	437104.32835993776	515818.8140215254	411664.3470647739	713533.7299547006	370378.5688489181	-26919979.025627475
443120.72969531297	683086.5520048207	231052.76041629515	710702.6956774206	283305.23898653424	304313.39769654063	573175.2432682291	467893.5912024076	462774.905247167	482353.938324837	394103.2775999269	585512.4621384226	474229.0860481954	663014.4044473494	510105.8991777666	454079.7066931685	535898.2474902123	260858.4644072241	143156.7054519613	-31153558.47185666
325878.2510246542	692392.1819091446	383633.17521026137	444735.0894343255	750283.9053613325	340376.9370798517	426052.6476215394	438944.28362549	751980.6008262992	840953.3361473491	633873.2523145385	650136.1773298467	399130.7063895406	792690.5576344308	536062.8127585083	652988.2774782191	423280.5303030398	476122.6316919437	804757.7290268415	-38499037.14609867
215265.77472568923	547004.1112085684	352419.53136511886	372089.5624732233	486607.97192648455	487512.0374558994	531804.3314796399	628566.4960877753	485723.4139178138	543343.7181682156	298401.21636516496	366265.57446647366	521625.9450904289	631993.8005380869	462954.39123270096	665494.827794264	256609.2326830053	567855.441358081	412792.3424185617	-27868416.94099505
619107.8669897311	206280.3827749238	469801.8180080414	256675.22110614867	424761.84734798793	573783.8464804407	343805.1879839254	359282.4112827638	865481.1105967015	364709.0116987668	774325.2503465461	517733.4920791539	406971.9186833298	624197.0816147669	684018.412701708	339856.87483480334	371485.59307466313	629554.2615085922	590439.7145980033	-37828294.25639696
329524.50690775027	511032.4204912835	492423.0383793909	490978.3682214771	643605.3105592905	468870.2776052237	619942.5789103733	514863.479267965	782483.6653415516	569260.198742931	882161.4826870218	590366.6662199846	450911.9416082616	445244.9686810606	299285.63955658494	364075.9008952331	324216.94205462333	567343.6776309342	463542.9855405074	-38725355.76014799
567301.7069612929	386929.7911136561	153447.4197017176	517345.4904249473	581514.0188183334	772349.285018986	517912.3648315556	577999.2119678787	627036.7402169452	630724.0745886237	648306.6738808734	428225.0637979102	343207.0751497304	520779.3886177293	198076.8521184428	513166.2118832963	352374.5624075322	557351.6253506758	504238.0763231994	-35461778.22533267
669750.6379783283	684929.6135428718	790636.6894304781	477502.48852508864	574864.2203859492	544851.7229848357	526245.6953228984	598394.9887188283	257300.9949515683	586901.5201776327	301241.034228967	408215.58316090266	584583.5279780775	530719.6015701924	595571.5955052878	484785.3127950172	578378.2544425664	480106.95777034096	240854.36432045087	-36658650.62246493
441497.2250933242	640469.1661945693	653156.597789511	399909.8063321021	793932.9377726773	246549.26747442968	308796.69871472573	477183.2967521015	461854.0450602446	516776.11973981286	432939.5732395105	441055.1702678624	449974.93200225336	483031.4630432957	593400.2555554293	524160.7109469826	408481.69726491626	503084.0913268965	719207.9390667706	-33406879.786104243
689225.0554954165	550813.7537661319	397635.5138713618	295177.8991778918	467847.7683975296	476211.2979392186	564621.0402869928	708278.0234681058	522468.3067523612	603201.4677144346	571151.3062369303	496210.76303890906	453943.9105298602	541968.079288848	585721.729236099	376373.48044876114	371955.6064641781	562047.993223046	377769.183828936	-34727986.06940263
352597.9347683618	397269.353782974	376168.6865626802	351941.1818554652	726650.1059842478	560541.5889560403	676883.2063039858	367235.59862753865	467884.8819608719	617339.2602021574	774667.1765290207	437300.15150118223	299438.5423682661	578287.0959393212	405748.9470425845	786547.095776673	506149.75000693166	473693.8799628001	501477.8810980054	-30591505.529247344
529545.2591918276	559841.4057028601	851629.1578537947	530841.5539510788	438684.9352131783	292475.7972728796	493861.6983480133	517965.1639046912	183083.5088435	456392.49671933375	562907.9560846705	467831.91659960913	617873.2316843338	364825.9952024407	592701.9438624205	662508.1706255011	559193.4409506039	297517.5498769299	594579.1785685212	-29540026.088358667
640571.4056228634	585653.407083811	779286.3767319255	360438.0328269448	810535.2695716452	362617.893161316	571207.3992909846	377512.41768798407	513743.3863224752	612649.5087483065	492281.3555003661	640505.4983895398	495069.3923874804	491261.4159014464	420550.9631128183	646379.0384262517	353122.07635450794	638985.7299501799	736126.8485373938	-38127294.18519544
442262.02186191	571614.2470027474	346256.0639252551	395634.3542287813	441516.93061903794	569222.008524132	525739.1038297722	503100.0447008299	386469.4592958221	329940.3458325806	771358.7182877512	501588.1343324887	863855.1340340723	649339.7401926948	752211.6680199141	674975.5377843829	457071.3686575232	430760.0062051934	393299.85424124927	-32415267.52121183
498628.5437463874	397170.64451024367	350787.0474715756	552187.1086100173	768338.6815520874	211458.55866270367	509700.3547502229	588798.5259761421	627488.0767062464	603126.6530098713	791649.2570617367	545598.3988584334	666362.8583647138	476133.1107879254	507034.53928636975	329417.9302793769	552073.8935122725	496433.7670764022	601323.0663129294	-36659381.12482472
